Дата,Категорія,Сума
2024-04-08 00:00:00,Транспорт,158.9145812
2024-05-08 00:00:00,Їжа,125.3873692
2024-06-08 00:00:00,Побут,109.6813397
2024-07-08 00:00:00,Транспорт,156.1359468
2024-08-08 00:00:00,Розваги,41.93062607
2024-09-08 00:00:00,Транспорт,51.94079122
2024-10-08 00:00:00,Одяг,152.5674448
2024-11-08 00:00:00,Транспорт,49.41704568
2024-12-08 00:00:00,Побут,126.030682
2024-01-09 00:00:00,Побут,64.52997325
2024-02-09 00:00:00,Їжа,37.53271475
2024-03-09 00:00:00,Їжа,76.292235
2024-04-09 00:00:00,Розваги,167.9674129
2024-05-09 00:00:00,Їжа,90.00615558
2024-06-09 00:00:00,Транспорт,29.36961923
2024-07-09 00:00:00,Побут,164.823902
2024-08-09 00:00:00,Транспорт,148.2744816
2024-09-09 00:00:00,Розваги,180.1642707
2024-10-09 00:00:00,Одяг,47.48393447
2024-11-09 00:00:00,Транспорт,115.6795145
2024-12-09 00:00:00,Побут,113.9896939
2024-01-10 00:00:00,Розваги,146.4414526
2024-02-10 00:00:00,Розваги,196.2237551
2024-03-10 00:00:00,Транспорт,173.6429338
2024-04-10 00:00:00,Побут,72.62960269
2024-05-10 00:00:00,Розваги,175.7973627
2024-06-10 00:00:00,Побут,117.5860922
2024-07-10 00:00:00,Побут,44.21556362
2024-08-10 00:00:00,Їжа,195.373832
2024-09-10 00:00:00,Побут,101.085608
2024-10-10 00:00:00,Розваги,23.48528074
2024-11-10 00:00:00,Побут,52.52747279
2024-12-10 00:00:00,Транспорт,20.99395838
2024-01-11 00:00:00,Їжа,43.86024793
2024-02-11 00:00:00,Одяг,17.17866907
2024-03-11 00:00:00,Їжа,112.6508954
2024-04-11 00:00:00,Побут,67.13345463
2024-05-11 00:00:00,Побут,59.78415352
2024-06-11 00:00:00,Розваги,176.9580068
2024-07-11 00:00:00,Розваги,47.77577364
2024-08-11 00:00:00,Транспорт,33.70528391
2024-09-11 00:00:00,Транспорт,125.6217032
2024-10-11 00:00:00,Їжа,105.2741036
2024-11-11 00:00:00,Транспорт,112.7643448
2024-12-11 00:00:00,Транспорт,58.56001861
2024-01-12 00:00:00,Транспорт,30.91720139
2024-02-12 00:00:00,Розваги,46.25410521
2024-03-12 00:00:00,Їжа,41.70964916
2024-04-12 00:00:00,Побут,35.70128543
2024-05-12 00:00:00,Розваги,130.1425469
2024-06-12 00:00:00,Одяг,50.146641
2024-07-12 00:00:00,Побут,35.88920628
2024-08-12 00:00:00,Транспорт,153.7507756
2024-09-12 00:00:00,Розваги,37.05986795
2024-10-12 00:00:00,Розваги,159.643327
2024-11-12 00:00:00,Одяг,126.8659275
2024-12-12 00:00:00,Одяг,15.40145585
2025-01-01 00:00:00,Транспорт,196.3060935
2025-02-01 00:00:00,Розваги,157.4513685
2025-03-01 00:00:00,Побут,33.21191023
2025-04-01 00:00:00,Транспорт,120.9995978
2025-05-01 00:00:00,Побут,159.3506061
2025-06-01 00:00:00,Побут,85.7285647
2025-07-01 00:00:00,Їжа,71.45739051
2025-08-01 00:00:00,Одяг,108.8654887
2025-09-01 00:00:00,Транспорт,164.5145272
2025-10-01 00:00:00,Їжа,124.3989654
2025-11-01 00:00:00,Одяг,26.03938846
2025-12-01 00:00:00,Розваги,25.07506935
2025-01-02 00:00:00,Транспорт,86.30002355
2025-02-02 00:00:00,Їжа,60.94122653
2025-03-02 00:00:00,Їжа,192.8651666
2025-04-02 00:00:00,Розваги,54.55243264
2025-05-02 00:00:00,Розваги,174.3994606
2025-06-02 00:00:00,Розваги,188.0983423
2025-07-02 00:00:00,Їжа,48.40989036
2025-08-02 00:00:00,Розваги,48.32624774
2025-09-02 00:00:00,Транспорт,14.52991105
2025-10-02 00:00:00,Розваги,168.2286963
2025-11-02 00:00:00,Розваги,86.24646419
2025-12-02 00:00:00,Транспорт,179.8911012
2025-01-03 00:00:00,Транспорт,48.34422235
2025-02-03 00:00:00,Їжа,159.6613655
2025-03-03 00:00:00,Їжа,43.91872305
2025-04-03 00:00:00,Розваги,50.04184888
2025-05-03 00:00:00,Побут,121.5079266
2025-06-03 00:00:00,Їжа,49.85132121
2025-07-03 00:00:00,Розваги,109.2430632
2025-08-03 00:00:00,Побут,134.4597782
2025-09-03 00:00:00,Їжа,157.5726867
2025-10-03 00:00:00,Одяг,159.3168701
2025-11-03 00:00:00,Розваги,76.33140773
2025-12-03 00:00:00,Одяг,187.4150565
2025-01-04 00:00:00,Розваги,15.02052673
2025-02-04 00:00:00,Розваги,23.69422363
2025-03-04 00:00:00,Їжа,12.08274155
2025-04-04 00:00:00,Розваги,188.6603678
2025-05-04 00:00:00,Побут,199.1612957
2025-06-04 00:00:00,Їжа,107.8065102
2025-07-04 00:00:00,Розваги,99.87328524
2025-08-04 00:00:00,Побут,118.0930473
2025-09-04 00:00:00,Їжа,56.75023356
2025-10-04 00:00:00,Розваги,45.41270257
2025-11-04 00:00:00,Транспорт,131.186097
2025-12-04 00:00:00,Транспорт,83.2253632
2025-01-05 00:00:00,Одяг,161.0539809
2025-02-05 00:00:00,Побут,171.9524956
2025-03-05 00:00:00,Одяг,86.83932004
2025-04-05 00:00:00,Одяг,134.2192712
2025-05-05 00:00:00,Їжа,53.69184604
2025-06-05 00:00:00,Одяг,147.3890019
2025-07-05 00:00:00,Побут,60.92076306
2025-08-05 00:00:00,Побут,116.5452406
2025-09-05 00:00:00,Транспорт,57.16614908
2025-10-05 00:00:00,Транспорт,73.85282133
2025-11-05 00:00:00,Побут,134.6149522
2025-12-05 00:00:00,Розваги,170.3301716
2025-01-06 00:00:00,Побут,65.32268528
2025-02-06 00:00:00,Побут,119.5744477
2025-03-06 00:00:00,Транспорт,17.75912928
2025-04-06 00:00:00,Їжа,72.26573656
2025-05-06 00:00:00,Побут,162.3559064
2025-06-06 00:00:00,Розваги,28.01115105
2025-07-06 00:00:00,Транспорт,121.7049232
2025-08-06 00:00:00,Побут,136.1408168
2025-09-06 00:00:00,Їжа,69.48951512
2025-10-06 00:00:00,Побут,138.007384
2025-11-06 00:00:00,Розваги,125.5418744
2025-12-06 00:00:00,Транспорт,155.4706266
2025-01-07 00:00:00,Побут,51.44892374
2025-02-07 00:00:00,Одяг,151.5050819
2025-03-07 00:00:00,Транспорт,52.17152716
2025-04-07 00:00:00,Транспорт,115.4260511
2025-05-07 00:00:00,Транспорт,121.9893208
2025-06-07 00:00:00,Розваги,192.6963297
2025-07-07 00:00:00,Побут,15.32456541
2025-08-07 00:00:00,Побут,164.4570773
2025-09-07 00:00:00,Транспорт,189.6102425
2025-10-07 00:00:00,Їжа,72.18185918
2025-11-07 00:00:00,Транспорт,99.28752623
2025-12-07 00:00:00,Одяг,116.2308852
2025-01-08 00:00:00,Транспорт,161.8457581
2025-02-08 00:00:00,Їжа,104.473254
2025-03-08 00:00:00,Їжа,41.51946532
2025-04-08 00:00:00,Одяг,22.65618648
2025-05-08 00:00:00,Розваги,179.6417513
2025-06-08 00:00:00,Розваги,91.71236852
2025-07-08 00:00:00,Транспорт,106.8805667
2025-08-08 00:00:00,Транспорт,191.5582895
2025-09-08 00:00:00,Транспорт,199.5762703
2025-10-08 00:00:00,Одяг,92.27862432
2025-11-08 00:00:00,Одяг,147.1440286
2025-12-08 00:00:00,Транспорт,98.13272884
2025-01-09 00:00:00,Їжа,74.99103358
2025-02-09 00:00:00,Розваги,78.48669083
2025-03-09 00:00:00,Розваги,82.01087965
2025-04-09 00:00:00,Розваги,187.0150283
2025-05-09 00:00:00,Їжа,38.53441776
2025-06-09 00:00:00,Побут,60.85325816
2025-07-09 00:00:00,Розваги,119.5903206
2025-08-09 00:00:00,Транспорт,49.63723043
2025-09-09 00:00:00,Розваги,152.9228416
2025-10-09 00:00:00,Побут,136.7654984
2025-11-09 00:00:00,Їжа,93.44599376
2025-12-09 00:00:00,Побут,109.3290075
2025-01-10 00:00:00,Розваги,102.1352991
2025-02-10 00:00:00,Їжа,195.687987
2025-03-10 00:00:00,Побут,18.47398093
2025-04-10 00:00:00,Розваги,71.85709974
2025-05-10 00:00:00,Одяг,149.6956569
2025-06-10 00:00:00,Побут,73.34394126
2025-07-10 00:00:00,Одяг,18.17358769
2025-08-10 00:00:00,Транспорт,112.2384649
2025-09-10 00:00:00,Одяг,85.27091003
2025-10-10 00:00:00,Побут,60.71442148
2025-11-10 00:00:00,Побут,110.0186681
2025-12-10 00:00:00,Побут,109.627965
2025-01-11 00:00:00,Транспорт,150.2278827
2025-02-11 00:00:00,Транспорт,171.4641161
2025-03-11 00:00:00,Їжа,94.78618826
2025-04-11 00:00:00,Розваги,110.9294074
2025-05-11 00:00:00,Розваги,193.9889737
2025-06-11 00:00:00,Одяг,51.78508782
2025-07-11 00:00:00,Транспорт,105.3526025
2025-08-11 00:00:00,Одяг,12.88727898
2025-09-11 00:00:00,Побут,152.6328938
2025-10-11 00:00:00,Розваги,187.7371447
2025-11-11 00:00:00,Їжа,114.6901634
2025-12-11 00:00:00,Їжа,133.6199267
2025-01-12 00:00:00,Одяг,143.4645512
2025-02-12 00:00:00,Транспорт,165.5689916
2025-03-12 00:00:00,Транспорт,149.7224668
2025-04-12 00:00:00,Транспорт,194.1015592
2025-05-12 00:00:00,Одяг,131.0376306
2025-06-12 00:00:00,Їжа,174.2171703
2025-07-12 00:00:00,Розваги,179.9113561
2025-08-12 00:00:00,Одяг,60.8043826
2025-09-12 00:00:00,Одяг,196.7070354
2025-10-12 00:00:00,Їжа,40.40657958
2025-11-12 00:00:00,Розваги,56.0391705
2025-12-12 00:00:00,Транспорт,13.39888931
2026-01-01 00:00:00,Транспорт,35.12768519
2026-02-01 00:00:00,Розваги,118.1850375
2026-03-01 00:00:00,Транспорт,57.95187229
2026-04-01 00:00:00,Розваги,167.2969613
2026-05-01 00:00:00,Їжа,88.27097085
2026-06-01 00:00:00,Побут,165.3579956
2026-07-01 00:00:00,Їжа,44.6770789
2026-08-01 00:00:00,Їжа,48.41860966
2026-09-01 00:00:00,Розваги,172.7986077
2026-10-01 00:00:00,Транспорт,31.54648561
2026-11-01 00:00:00,Їжа,159.8756465
2026-12-01 00:00:00,Їжа,111.3515571
2026-01-02 00:00:00,Розваги,157.4534453
2026-02-02 00:00:00,Транспорт,137.0400615
2026-03-02 00:00:00,Транспорт,68.15741192
2026-04-02 00:00:00,Одяг,94.14896307
2026-05-02 00:00:00,Одяг,168.0844747
2026-06-02 00:00:00,Одяг,12.13126815
2026-07-02 00:00:00,Їжа,61.48837125
2026-08-02 00:00:00,Побут,174.2973415
2026-09-02 00:00:00,Їжа,33.08050032
2026-10-02 00:00:00,Одяг,47.17432136
2026-11-02 00:00:00,Їжа,35.50797474
2026-12-02 00:00:00,Розваги,197.0341032
2026-01-03 00:00:00,Розваги,175.6186539
2026-02-03 00:00:00,Розваги,167.9816166
2026-03-03 00:00:00,Їжа,100.7199385
2026-04-03 00:00:00,Їжа,170.2178005
2026-05-03 00:00:00,Одяг,181.2537004
2026-06-03 00:00:00,Одяг,70.10249925
2026-07-03 00:00:00,Одяг,67.2841888
2026-08-03 00:00:00,Побут,96.33015258
2026-09-03 00:00:00,Їжа,132.6261822
2026-10-03 00:00:00,Побут,27.0328719
2026-11-03 00:00:00,Побут,44.96334655
2026-12-03 00:00:00,Їжа,35.57420661
2026-01-04 00:00:00,Транспорт,123.1879133
2026-02-04 00:00:00,Транспорт,45.11961603
2026-03-04 00:00:00,Їжа,141.5534298
2026-04-04 00:00:00,Одяг,128.4143053
2026-05-04 00:00:00,Одяг,24.77791145
2026-06-04 00:00:00,Побут,145.5553282
2026-07-04 00:00:00,Одяг,137.8260882
2026-08-04 00:00:00,Побут,65.27835788
2026-09-04 00:00:00,Одяг,30.11892495
2026-10-04 00:00:00,Побут,50.9423726
2026-11-04 00:00:00,Транспорт,72.84886179
2026-12-04 00:00:00,Побут,134.2255794
2026-01-05 00:00:00,Їжа,191.6507565
2026-02-05 00:00:00,Одяг,94.16024259
2026-03-05 00:00:00,Транспорт,196.2791226
2026-04-05 00:00:00,Транспорт,112.9816382
2026-05-05 00:00:00,Їжа,188.540896
2026-06-05 00:00:00,Одяг,40.32856725
2026-07-05 00:00:00,Їжа,169.0148466
2026-08-05 00:00:00,Розваги,106.3105403
2026-09-05 00:00:00,Транспорт,53.30845714
2026-10-05 00:00:00,Розваги,151.7951873
2026-11-05 00:00:00,Їжа,152.1966611
2026-12-05 00:00:00,Розваги,52.63752138
2026-01-06 00:00:00,Їжа,75.62923155
2026-02-06 00:00:00,Побут,169.2511584
2026-03-06 00:00:00,Транспорт,167.9019371
2026-04-06 00:00:00,Розваги,16.60967083
2026-05-06 00:00:00,Їжа,30.2229845
2026-06-06 00:00:00,Одяг,167.4189629
2026-07-06 00:00:00,Одяг,85.83245113
2026-08-06 00:00:00,Їжа,114.6172694
2026-09-06 00:00:00,Одяг,53.9539254
2026-10-06 00:00:00,Розваги,16.02225079
2026-11-06 00:00:00,Транспорт,193.9171609
2026-12-06 00:00:00,Розваги,50.86916479
2026-01-07 00:00:00,Їжа,162.9894883
2026-02-07 00:00:00,Їжа,50.864157
2026-03-07 00:00:00,Побут,150.557378
2026-04-07 00:00:00,Розваги,64.31283073
2026-05-07 00:00:00,Одяг,168.4446638
2026-06-07 00:00:00,Одяг,156.1096947
2026-07-07 00:00:00,Одяг,84.35088541
2026-08-07 00:00:00,Їжа,38.5449802
2026-09-07 00:00:00,Транспорт,167.7958429
2026-10-07 00:00:00,Транспорт,144.9567768
2026-11-07 00:00:00,Одяг,128.7510231
2026-12-07 00:00:00,Їжа,81.09895114
2026-01-08 00:00:00,Розваги,62.60721682
2026-02-08 00:00:00,Побут,38.79987693
2026-03-08 00:00:00,Побут,59.48164833
2026-04-08 00:00:00,Одяг,108.8087393
2026-05-08 00:00:00,Одяг,96.38310962
2026-06-08 00:00:00,Транспорт,40.41761483
2026-07-08 00:00:00,Одяг,44.54134321
2026-08-08 00:00:00,Одяг,63.6545055
2026-09-08 00:00:00,Їжа,24.19372677
2026-10-08 00:00:00,Розваги,120.9715231
2026-11-08 00:00:00,Транспорт,199.0985269
2026-12-08 00:00:00,Їжа,185.0005517
2026-01-09 00:00:00,Їжа,28.95260312
2026-02-09 00:00:00,Транспорт,128.3061444
2026-03-09 00:00:00,Їжа,42.91219281
2026-04-09 00:00:00,Транспорт,167.842495
2026-05-09 00:00:00,Їжа,26.08034923
2026-06-09 00:00:00,Транспорт,155.3223456
2026-07-09 00:00:00,Їжа,155.1136485
2026-08-09 00:00:00,Транспорт,39.46387283
2026-09-09 00:00:00,Їжа,161.4844175
2026-10-09 00:00:00,Побут,107.8068276
2026-11-09 00:00:00,Одяг,123.4648482
2026-12-09 00:00:00,Транспорт,87.22981618
2026-01-10 00:00:00,Побут,179.965218
2026-02-10 00:00:00,Транспорт,124.0669936
2026-03-10 00:00:00,Побут,111.3454562
2026-04-10 00:00:00,Одяг,107.844586
2026-05-10 00:00:00,Одяг,138.836956
2026-06-10 00:00:00,Розваги,105.966389
2026-07-10 00:00:00,Їжа,59.0417379
2026-08-10 00:00:00,Розваги,76.83490035
2026-09-10 00:00:00,Розваги,152.7876216
2026-10-10 00:00:00,Одяг,90.76556368
2026-11-10 00:00:00,Одяг,126.2442782
2026-12-10 00:00:00,Побут,194.3413084
2026-01-11 00:00:00,Їжа,118.0568123
2026-02-11 00:00:00,Одяг,105.5616578
2026-03-11 00:00:00,Транспорт,193.583773
2026-04-11 00:00:00,Побут,179.3019561
2026-05-11 00:00:00,Їжа,186.9386064
2026-06-11 00:00:00,Розваги,26.54645665
2026-07-11 00:00:00,Транспорт,175.7101932
2026-08-11 00:00:00,Одяг,57.6522917
2026-09-11 00:00:00,Побут,47.79281225
2026-10-11 00:00:00,Їжа,69.0429719
2026-11-11 00:00:00,Їжа,96.78589312
2026-12-11 00:00:00,Одяг,158.854871
2026-01-12 00:00:00,Одяг,18.93271761
2026-02-12 00:00:00,Транспорт,185.1357559
2026-03-12 00:00:00,Транспорт,165.2641474
2026-04-12 00:00:00,Побут,125.4374002
2026-05-12 00:00:00,Одяг,185.4973428
2026-06-12 00:00:00,Транспорт,99.76292124
2026-07-12 00:00:00,Їжа,69.26072164
2026-08-12 00:00:00,Їжа,37.01294014
2026-09-12 00:00:00,Одяг,165.4298114
2026-10-12 00:00:00,Транспорт,102.8430725
2026-11-12 00:00:00,Розваги,56.2407442
2026-12-12 00:00:00,Їжа,83.09499836
2027-01-01 00:00:00,Побут,178.7057439
2027-02-01 00:00:00,Розваги,46.3318017
2027-03-01 00:00:00,Побут,90.92066239
2027-04-01 00:00:00,Транспорт,138.7554274
2027-05-01 00:00:00,Транспорт,185.0595274
2027-06-01 00:00:00,Розваги,55.73570247
2027-07-01 00:00:00,Розваги,23.68199841
